timestamp,open,high,low,close,returns,ma_5,ma_20,ema_short,ema_long,macd,signal_line,histogram,crossover
2025-10-09 16:00:00,122801.0,123548.0,120923.0,121244.0,-0.012662969568156,122284.6,122996.2,121244.0,121244.0,0.0,0.0,0.0,0
2025-10-09 20:00:00,121193.0,121388.0,119967.0,121068.0,-0.0014516182244069,121827.6,122836.75,121216.92307692308,121230.96296296296,-14.03988603988546,-2.807977207977092,-11.231908831908367,-2
2025-10-10 00:00:00,121015.0,121772.0,120927.0,121698.0,0.0052036871840619,121759.0,122661.9,121290.93491124261,121265.55829903978,25.376612202831893,2.828940674184705,22.54767152864719,2
2025-10-10 04:00:00,121719.0,121889.0,121038.0,121271.0,-0.003508685434436,121616.0,122456.7,121287.86800182067,121265.96138799979,21.906613820872735,6.644475303522311,15.262138517350424,0
2025-10-10 08:00:00,121139.0,121712.0,121034.0,121125.0,-0.0012039151981925,121281.2,122274.25,121262.81138615595,121255.51980370352,7.291582452438888,6.773896733305627,0.5176857191332616,0
2025-10-10 12:00:00,120993.0,121752.0,120993.0,121626.0,0.0041362229102166,121357.6,122138.6,121318.68655751659,121282.96278120695,35.72377630963456,12.563872648571413,23.159903661063147,0
2025-10-10 16:00:00,121581.0,122359.0,118987.0,119153.0,-0.0203328235739068,120974.6,121910.5,120985.50401020634,121125.18776037681,-139.6837501704722,-17.88565191523731,-121.79809825523489,-2
2025-10-10 20:00:00,118903.0,119329.0,116242.0,116954.0,-0.0184552634008375,120025.8,121530.5,120365.27262402074,120816.21088923779,-450.93826521704614,-104.49617457559907,-346.44209064144707,0
2025-10-11 00:00:00,116743.0,117092.0,105896.0,113202.0,-0.0320809891068283,118412.0,121109.0,119263.2306818637,120252.19526781276,-988.9645859490556,-281.3898568502904,-707.5747290987651,0
2025-10-11 04:00:00,113044.0,113366.0,111308.0,112216.0,-0.0087100934612462,116630.2,120630.9,118179.04134619236,119656.92154427107,-1477.8801980787102,-520.6879250959744,-957.1922729827359,0
2025-10-11 08:00:00,112321.0,113034.0,110434.0,110434.0,-0.015880088400941,114391.8,120076.65,116987.49652370122,118973.74217062136,-1986.2456469201425,-813.799469460808,-1172.4461774593344,0
2025-10-11 12:00:00,110482.0,112401.0,110393.0,112327.0,0.0171414600575909,113026.6,119625.9,116270.49705851641,118481.39089872348,-2210.8938402070635,-1093.218343610059,-1117.6754965970044,0
2025-10-11 16:00:00,112324.0,112576.0,112008.0,112030.0,-0.0026440659859161,112041.8,119153.15,115618.11289566773,118003.51009141063,-2385.397195742902,-1351.6541140366278,-1033.7430817062743,0
2025-10-11 20:00:00,111980.0,112246.0,111094.0,111094.0,-0.0083549049361778,111620.2,118563.6,114922.09552710346,117491.69452908392,-2569.5990019804594,-1595.243091625394,-974.3559103550654,0
2025-10-12 00:00:00,111323.0,111323.0,109965.0,110853.0,-0.0021693340774479,111347.6,117997.7,114296.080830626,116999.9393787814,-2703.8585481554037,-1816.9661829313961,-886.8923652240076,0
2025-10-12 04:00:00,110655.0,111151.0,109862.0,110810.0,-0.0003879010942419,111422.8,117364.2,113759.76070283739,116541.42535072353,-2781.6646478861367,-2009.9058759223444,-771.7587719637922,0
2025-10-12 08:00:00,110767.0,112008.0,110767.0,111610.0,0.0072195650212074,111279.4,116777.05,113429.02828701625,116176.13458400326,-2747.106296987011,-2157.345960135278,-589.760336851733,0
2025-10-12 12:00:00,111627.0,112070.0,111247.0,111850.0,0.0021503449511692,111243.4,116267.5,113186.10085824452,115855.68017037338,-2669.579312128859,-2259.7926305339943,-409.7866815948646,0
2025-10-12 16:00:00,111882.0,113508.0,111276.0,113239.0,0.0124184175234689,111672.4,115830.15,113194.23918774538,115661.85200960498,-2467.6128218595986,-2301.356668799115,-166.25615306048348,0
2025-10-12 20:00:00,113766.0,114551.0,113613.0,114410.0,0.0103409602698716,112383.8,115410.7,113381.27931270763,115569.12223111572,-2187.8429184080887,-2278.65391872091,90.8110003128213,2
2025-10-13 00:00:00,114658.0,115546.0,114541.0,115190.0,0.0068175858753605,113259.8,115108.0,113659.54403382953,115541.03910288491,-1881.4950690553815,-2199.222148787804,317.7270797324227,0
2025-10-13 04:00:00,115061.0,115792.0,114822.0,114822.0,-0.003194721764042,113902.2,114795.7,113838.38341324037,115487.77694711565,-1649.393533875278,-2089.256425805299,439.86289193002085,0
2025-10-13 08:00:00,115022.0,115570.0,114592.0,115298.0,0.0041455470206057,114591.8,114475.7,114062.93981120338,115473.71939547744,-1410.7795842740597,-1953.5610574990512,542.7814732249915,0
2025-10-13 12:00:00,115346.0,115454.0,113968.0,114447.0,-0.0073808739093479,114833.4,114134.5,114122.02599409517,115397.66610692357,-1275.640112828405,-1817.9768685649221,542.336755736517,0
2025-10-13 16:00:00,114189.0,115479.0,114005.0,114460.0,0.0001135896965407,114843.4,113801.25,114174.0219950036,115328.20935826257,-1154.1873632589704,-1685.2189675037318,531.0316042447614,0
2025-10-13 20:00:00,114699.0,115934.0,114380.0,115934.0,0.012877861261576,114992.2,113516.65,114444.78784192613,115373.082739132,-928.2948972058803,-1533.8341534441618,605.5392562382815,0
2025-10-14 00:00:00,115903.0,115903.0,115179.0,115222.0,-0.0061414252937015,115072.2,113320.1,114564.35894316825,115361.89142512223,-797.5324819539819,-1386.573819146126,589.041337192144,0
2025-10-14 04:00:00,115227.0,115406.0,113431.0,113694.0,-0.0132613563381992,114751.4,113157.1,114430.45756729622,115238.34391215022,-807.8863448539923,-1270.8363242876994,462.9499794337071,0
2025-10-14 08:00:00,113638.0,113638.0,111670.0,111670.0,-0.0178021707390011,114196.0,113080.5,114005.77178771219,114974.02214087984,-968.2503531676484,-1210.3191300636893,242.06877689604084,0
2025-10-14 12:00:00,111655.0,112158.0,110256.0,111452.0,-0.0019521805319244,113594.4,113042.3,113612.88382037185,114713.13161192578,-1100.2477915539348,-1188.3048623617385,88.05707080780371,0
2025-10-14 16:00:00,111201.0,112668.0,110456.0,112668.0,0.0109105265046836,112941.2,113154.0,113467.51707877617,114561.64038141277,-1094.1233026365953,-1169.4685504167098,75.3452477801145,0
2025-10-14 20:00:00,112786.0,113466.0,112184.0,112716.0,0.000426030461178,112440.0,113173.45,113351.89906665677,114424.92627908589,-1073.0272124291223,-1150.1802828191924,77.15307039007007,0
2025-10-15 00:00:00,112644.0,113537.0,112480.0,113157.0,0.0039124880229959,112332.6,113229.8,113321.91459486343,114331.00581396843,-1009.0912191050011,-1121.9624700763543,112.87125097135322,0
2025-10-15 04:00:00,113066.0,113527.0,111997.0,112124.0,-0.0091289093913765,112423.4,113281.3,113137.62004180752,114167.52390182263,-1029.9038600151107,-1103.5507480641056,73.64688804899492,0
2025-10-15 08:00:00,112088.0,112593.0,111930.0,112593.0,0.0041828689665013,112651.6,113368.3,113053.8323430679,114050.89250168762,-997.0601586197154,-1082.2526301752278,85.19247155551238,0
2025-10-15 12:00:00,112713.0,113407.0,111985.0,111985.0,-0.0053999804605969,112515.0,113427.05,112889.39659798052,113897.86342748853,-1008.4668295080046,-1067.4954700417832,59.02864053377857,0
2025-10-15 16:00:00,111972.0,112241.0,110524.0,110768.0,-0.0108675269009241,112125.4,113384.95,112563.0278905989,113666.021692119,-1102.9938015201042,-1074.5951363374475,-28.398665182656714,-2
2025-10-15 20:00:00,110910.0,111543.0,110392.0,111171.0,0.0036382348692762,111728.2,113351.0,112348.86975358368,113481.20527048055,-1132.33551689687,-1086.143212449332,-46.19230444753816,0
2025-10-16 00:00:00,111311.0,111549.0,110672.0,110709.0,-0.0041557600453355,111445.2,113224.5,112096.58209918618,113275.85673192644,-1179.2746327402565,-1104.7694965075168,-74.50513623273969,0
2025-10-16 04:00:00,110844.0,111723.0,110462.0,111563.0,0.0077139166644084,111239.2,113082.15,112014.49254546524,113148.97845548745,-1134.4859100222093,-1110.7127792104554,-23.773130811753845,0
2025-10-16 08:00:00,111422.0,111693.0,110689.0,110689.0,-0.0078341385584826,110980.0,112857.1,111810.57061539366,112966.75782915505,-1156.1872137613827,-1119.807666120641,-36.37954764074175,0
2025-10-16 12:00:00,110590.0,111619.0,109764.0,111318.0,0.0056825881523909,111090.0,112681.9,111734.79052071771,112844.627619588,-1109.8370988702954,-1117.8135526705719,7.976453800276431,2
2025-10-16 16:00:00,111444.0,111758.0,108706.0,108706.0,-0.0234643094557933,110597.0,112352.3,111268.8227482996,112538.06261072963,-1269.2398624300258,-1148.0988146224627,-121.14104780756315,-2
2025-10-16 20:00:00,108543.0,108998.0,107840.0,108357.0,-0.0032104943609367,110126.6,112047.8,110820.85001779196,112228.3542691941,-1407.5042514021334,-1199.9799019783968,-207.52434942373657,0
2025-10-17 00:00:00,108319.0,108418.0,107700.0,108077.0,-0.0025840508688871,109429.4,111728.65,110398.71924582396,111920.8465455501,-1522.1272997261403,-1264.4093815279455,-257.71791819819487,0
2025-10-17 04:00:00,108168.0,109173.0,107985.0,109173.0,0.0101409180491687,109126.2,111390.6,110210.14705415873,111717.30235699084,-1507.1553028321068,-1312.9585657887778,-194.196737043329,0
2025-10-17 08:00:00,109181.0,109200.0,105721.0,105721.0,-0.0316195396297619,108006.8,110915.55,109519.50904582662,111273.13181202856,-1753.6227662019373,-1401.0914058714097,-352.5313603305276,0
2025-10-17 12:00:00,105574.0,106256.0,103856.0,105638.0,-0.0007850852716111,107393.2,110512.75,108922.35380800714,110855.71464076718,-1933.3608327600377,-1507.5452912491355,-425.8155415109022,0
2025-10-17 16:00:00,105638.0,106568.0,104747.0,106568.0,0.0088036502016319,107035.4,110257.65,108560.14552985219,110538.10614885851,-1977.9606190063205,-1601.6283568005724,-376.33226220574807,0
2025-10-17 20:00:00,106826.0,107411.0,106223.0,106567.0,-9.38367990388489e-06,106733.4,110013.4,108253.50775602878,110243.95013783195,-1990.4423818031792,-1679.3911618010939,-311.0512200020853,0
2025-10-18 00:00:00,106419.0,107449.0,106419.0,106444.0,-0.0011542034588568,106187.6,109702.2,107975.12194740896,109962.47234984441,-1987.350402435448,-1740.9830099279648,-246.36739250748315,0
2025-10-18 04:00:00,106484.0,107311.0,106414.0,107129.0,0.0064353087069257,106469.2,109422.85,107844.94934011527,109752.58550911519,-1907.6361689999176,-1774.3136417423555,-133.32252725756211,0
2025-10-18 08:00:00,106933.0,107388.0,106499.0,107023.0,-0.0009894613036619,106746.2,109116.15,107718.49559548215,109550.39398992147,-1831.8983944393258,-1785.8305922817497,-46.067802157576125,0
2025-10-18 12:00:00,106691.0,107145.0,106691.0,106980.0,-0.0004017827943526,106828.6,108858.95,107604.88088848488,109359.99443511247,-1755.1135466275882,-1779.6871831509175,24.57363652332924,2
2025-10-18 16:00:00,107186.0,107294.0,106838.0,106993.0,0.0001215180407552,106913.8,108578.95,107510.74536717951,109184.66151399302,-1673.9161468135135,-1758.5329758834368,84.61682906992337,0
2025-10-18 20:00:00,106990.0,107081.0,106543.0,107061.0,0.0006355555970951,107037.2,108332.75,107441.55377222881,109027.35325369723,-1585.7994814684207,-1723.9862770004338,138.1867955320131,0
2025-10-19 00:00:00,107094.0,107282.0,106916.0,107156.0,0.0008873445979395,107042.6,108152.15,107397.62242265514,108888.7344941641,-1491.1120715089637,-1677.4114359021398,186.29936439317612,0
2025-10-19 04:00:00,107210.0,107301.0,106799.0,107278.0,0.0011385270073538,107093.6,107957.5,107379.21897301589,108769.42082792972,-1390.2018549138302,-1619.969519704478,229.7676647906478,0
2025-10-19 08:00:00,107271.0,107271.0,106697.0,106815.0,-0.0043158895579709,107060.6,107762.8,107292.41605409037,108624.64891474973,-1332.2328606593655,-1562.4221878954556,230.1893272360901,0
2025-10-19 12:00:00,106805.0,108142.0,106222.0,107746.0,0.0087160043065113,107211.2,107571.95,107362.19819961493,108559.56380995346,-1197.3656103385292,-1489.4108723840704,292.0452620455412,0
2025-10-19 16:00:00,107804.0,108565.0,107453.0,108430.0,0.006348263508622,107485.0,107459.0,107526.47539967418,108549.96649069764,-1023.4910910234612,-1396.2269161119486,372.73582508848745,0
2025-10-19 20:00:00,108509.0,109461.0,108332.0,108954.0,0.0048326109010421,107844.6,107340.8,107746.09456895507,108579.89489879411,-833.8003298390395,-1283.741598857367,449.9412690183276,0
2025-10-20 00:00:00,109014.0,109356.0,108542.0,108621.0,-0.0030563357013051,108113.2,107336.55,107880.69540450044,108582.93972110566,-702.2443166052253,-1167.4421424069387,465.1978258017134,0
2025-10-20 04:00:00,108656.0,110200.0,107542.0,110200.0,0.0145367838631571,108790.2,107428.7,108237.51149611575,108702.72196398673,-465.21046787097293,-1026.9958074997455,561.7853396287726,0
2025-10-20 08:00:00,110214.0,111374.0,110055.0,111155.0,0.008666061705989,109472.0,107582.6,108686.35588132871,108884.3721888766,-198.0163075478922,-861.199907509375,663.1835999614827,0
2025-10-20 12:00:00,111196.0,111371.0,110682.0,111032.0,-0.0011065629076514,109992.4,107675.55,109047.22420727814,109043.45573044129,3.768476836849004,-688.2062306401302,691.9747074769792,0
2025-10-20 16:00:00,111029.0,111555.0,110637.0,111427.0,0.00355753296347,110487.0,107960.85,109413.34356000458,109220.01456522342,193.32899478115723,-511.8991855558727,705.2281803370299,0
2025-10-20 20:00:00,110869.0,111280.0,109951.0,110827.0,-0.0053846913225699,110928.2,108220.3,109630.82916615771,109339.050523355,291.77864280270296,-351.1636198841576,642.9422626868605,0
2025-10-21 00:00:00,110828.0,111201.0,110472.0,110609.0,-0.0019670296949299,111010.0,108422.35,109781.31698674883,109433.12085495834,348.1961317904934,-211.2916695492274,559.4878013397208,0
2025-10-21 04:00:00,110536.0,110536.0,109272.0,109272.0,-0.0120876239727327,110633.4,108557.6,109702.96052724902,109421.18597681327,281.77455043574446,-112.67842555223304,394.4529759879775,0
2025-10-21 08:00:00,109133.0,109133.0,107576.0,108132.0,-0.0104326817482978,110053.4,108642.0,109461.27429228764,109325.69071927154,135.58357301609067,-63.026025838568295,198.60959885465897,0
2025-10-21 12:00:00,108070.0,108737.0,107557.0,108612.0,0.0044390189768062,109490.4,108716.15,109330.61670885875,109272.82474006624,57.791968792516855,-38.86242691235127,96.65439570486812,0
2025-10-21 16:00:00,108617.0,113429.0,108309.0,113349.0,0.0436139653077007,109994.8,109032.45,109948.82952288048,109574.76364820948,374.065874670996,43.72323340431818,330.3426412666778,0
2025-10-21 20:00:00,113428.0,113804.0,111655.0,112007.0,-0.0118395398283178,110274.4,109283.8,110265.47113474502,109754.92930389768,510.5418308473454,137.08695289292365,373.45487795442176,0
2025-10-22 00:00:00,111787.0,111787.0,108339.0,108486.0,-0.031435535279045,110117.2,109358.45,109991.70634478425,109660.93454064599,330.77180413826136,175.8239231419912,154.94788099627016,0
2025-10-22 04:00:00,108302.0,108682.0,107968.0,108155.0,-0.003051084932618,110121.8,109413.15,109709.13613789437,109549.38383393147,159.75230396290135,172.60959930617327,-12.857295343271915,-2
2025-10-22 08:00:00,108233.0,108647.0,107685.0,108276.0,0.0011187647357957,110054.6,109469.15,109488.65365514139,109455.0591054921,33.594549649293185,144.80658937479726,-111.21203972550407,0
2025-10-22 12:00:00,108251.0,108368.0,107393.0,107509.0,-0.0070837489378994,108886.6,109480.7,109184.09155435041,109310.90657915936,-126.81502480895142,90.48226653804753,-217.29729134699895,0
2025-10-22 16:00:00,107556.0,108936.0,107556.0,108483.0,0.0090597066292124,108181.8,109564.1,109076.23131521959,109249.5801658883,-173.34885066871357,37.7160430966953,-211.06489376540887,0
2025-10-22 20:00:00,108395.0,108598.0,107656.0,108010.0,-0.0043601301586423,108086.6,109577.3,108912.19572826273,109157.75941285954,-245.56368459681107,-18.939902442005977,-226.6237821548051,0
